".variable","assay","paramMean","paramMedian","paramSD","paramL","paramQuartileL","paramQuartileH","paramH"
"assayIntercept","Elecsys Anti-SARS-CoV-2 Roche spike",2.58022169157699,2.55110147645665,0.584615495753712,1.50090768519004,2.18338560258265,2.9463614421267,3.81197143065908
"assayIntercept","ERBALISA COVID-19 IgG",1.37428871925543,1.40808099681618,0.577575080286215,0.176986571803122,0.99988255454339,1.77929685935909,2.41014397075443
"assayIntercept","Euroimmun anti-nucleocapsid IgG IgM",2.54963541617115,2.5400421610665,0.453360302380391,1.68662510774337,2.23740970261645,2.8461131476677,3.47953524961914
"assayIntercept","Euroimmun anti-spike",1.93820109223044,1.93685964816175,0.192073545022732,1.57050622428439,1.81137336574211,2.06429669679519,2.31958242111165
"assayIntercept","Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)",2.01090004786048,2.01408914262987,0.419310167377433,1.18522069583752,1.73325549668457,2.29358256991268,2.81986262642087
"assayIntercept","GenScript cPass neutralization kit",2.69674678314084,2.69038596323357,0.453685348790901,1.84471904358587,2.38611942571777,2.98677715597819,3.63072133535423
"assayIntercept","Hangzhou Clongene IgM/IgG rapid test",1.98191711092793,1.99727078385036,0.654028218177532,0.639006735818588,1.57126090940145,2.40506700281201,3.2488810898616
"assayIntercept","IDK (Immundiagnostik) anti-spike IgG",2.23616648191374,2.22660907211093,0.631360665515386,0.983077468064554,1.83630895609346,2.62840303045555,3.5306279687559
"assayIntercept","in-house ELISA for N protein and S protein from IPT (Institut Pasteur in Tunis)",2.0055835239136,2.01440763712389,0.604347892773896,0.782781357144169,1.62237688350267,2.39518932315737,3.19799956347475
"assayIntercept","in-house Luminex S protein trimer IgG",1.86697134559231,1.90555030213175,0.664407191988002,0.486356813143594,1.46362885557766,2.30072591972636,3.1014116921714
"assayIntercept","in-house RBD ELISA (Mehdi et al.)",2.07870124348226,2.08673031837497,0.564376509827636,0.958382076317987,1.71176216376617,2.44417414114731,3.18569916987035
"assayIntercept","in-house THL Finland FMIA anti-spike assay",2.7147007163291,2.65662739389257,0.650764161531165,1.56695190715774,2.26831788722868,3.12230175659001,4.11637502163505
"assayIntercept","in-house THL Finland neutralization assay",2.80410268023875,2.78661921187129,0.491100451004649,1.89131140499433,2.46551106104195,3.12468209036743,3.82928570510785
"assayIntercept","InBios SCoV-2 Detect IgG anti-spike ELISA",2.20767373950742,2.20090656297448,0.659008252406249,0.908802048570792,1.78849786139158,2.62336560170219,3.53201359714094
"assayIntercept","Kavach-AntiSARS-CoV-2 IgG ELISA (Zydus)",1.63666061216043,1.66374744713773,0.56494103524172,0.488153194161928,1.25849934587049,2.03409420605394,2.67050262847855
"assayIntercept","Livzon COVID-19 IgG IgM lateral flow",1.26699581827589,1.2768193135331,0.497562903964193,0.260262773806987,0.931834776007322,1.6102496696101,2.21272015686084
"assayIntercept","Luminex xMAP for spike and nucleocaspid (Los Angeles study used RBD portion)",2.46830039585903,2.43529929031003,0.653763705958453,1.22659224897717,2.04607508650964,2.86266845406258,3.83199437206223
"assayIntercept","LumiraDx SARS-CoV-2 anti-spike antibody test",2.51395234928248,2.48847017163887,0.564183108365169,1.46312208395672,2.13002334001636,2.87602317189139,3.68140836224039
"assayIntercept","Massachusetts General Hospital, anti-spike ELISA",1.83746918008146,1.86076373607741,0.597645925455593,0.595793613120122,1.45698995119439,2.23844125704135,2.94926327538495
"assayIntercept","New York, Mount Sinai RBD ELISA",2.49640272355117,2.45493778900428,0.648119305350755,1.28312947808237,2.06914124598494,2.89615906906468,3.86700124790204
"assayIntercept","Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike",1.8440023197393,1.85547547047633,0.476760825259154,0.858271795435151,1.54048000641008,2.16498281599271,2.75035878105568
"assayIntercept","Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM",2.8118312340275,2.77374704515893,0.601575407625442,1.73294381768047,2.38649396680505,3.19530916250638,4.06091580421165
"assayIntercept","SenASTrIS test (Sensitive Anti-SARS-CoV-2 Spike Trimer Immunoglobulin Serological)",2.51043271601187,2.48932418098195,0.519658170158936,1.52941838993379,2.16099394687985,2.84194422285629,3.58516094274837
"assayIntercept","Siemens Advia SARS-CoV-2 IgG anti-RBD",1.66489501094987,1.68373023027283,0.557994137845772,0.499123841204717,1.30820292628857,2.04737772887498,2.69430042138315
"assayIntercept","Siemens SARS-CoV-2 Total Advia Centaur",2.29343416650351,2.2765870721304,0.565015934884184,1.19207776444518,1.91937248915812,2.64886002663045,3.444763913112
"assayIntercept","Sinai Health (Toronto) anti-spike ELISA",2.60836889694666,2.56188831194766,0.669883952766586,1.4081686167585,2.15861406220539,3.01054483105556,4.06816182067689
"assayIntercept","Standard Q COVID-19 IgM/IgG Plus",2.29902738097189,2.28635119854216,0.556093046342855,1.21693764912632,1.93491028784238,2.6563776016813,3.39777856465725
"assayIntercept","Techno Genetics anti-RBD, nCOVID-19 IgG/IgM POCT (point-of-care test)",1.73508442498394,1.76786104311805,0.581483133578406,0.508882968828888,1.37450921425767,2.12649492424436,2.8110782043849
"assayIntercept","Tosoh anti-nucleocapsid IgG with AIA-CL1200",2.16550946419432,2.16567880761068,0.643084278877775,0.911802456975761,1.75054877516289,2.57774749644366,3.46995556661091
"assayIntercept","Tosoh anti-nucleocapsid total Ig with AIA-CL1200",2.41724590401241,2.38747401779973,0.673812213766105,1.15245968562022,1.97692280795231,2.83141696310298,3.84792651330405
"assayIntercept","Tosoh anti-spike IgG with AIA-CL1200",2.26961201936628,2.2541366646346,0.644408126709687,1.01927948007845,1.86007380220677,2.66503410628032,3.5970699245891
"assayIntercept","Tosoh anti-spike total Ig with AIA-CL1200",2.47264294590318,2.42378430811173,0.676676446850207,1.21561073739762,2.02615401332753,2.89413087561369,3.93478113000515
"assayIntercept","University of Rio de Janeiro (UFRJ) anti-spike ELISA",2.85838361518852,2.82678173713982,0.563882044122863,1.83481323796117,2.46194067605559,3.22606707245805,4.03493897894994
"assayIntercept","Vitros Ortho (not total) IgG anti-spike",2.34101310556872,2.33666196927619,0.357803552322703,1.63923317190877,2.10235712714433,2.57566585648475,3.06119301919274
"assayIntercept","Vitros Ortho total Ig anti-spike",1.69549270075636,1.70397154128008,0.453534012661963,0.766965915673858,1.39745742142334,2.00369303657016,2.54792688212356
"assayIntercept","Wantai ELISA SARS-CoV-2 Total Antibody, IgG IgM anti-RBD",2.24123816974192,2.24069302001162,0.391928567316128,1.47772005382137,1.97956776438621,2.49949538079008,3.01202456723755
"assaySlope","Abbott Alinity i SARS-CoV-2 IgG nucleocapsid",-0.275047446864255,-0.272094400257035,0.165064356224014,-0.596942659840343,-0.38531703680732,-0.164547167174031,0.0423820871094737
"assaySlope","Abbott Alinity SARS-CoV-2 IgG II Quant",0.112595971303668,0.108002984887975,0.129776836696749,-0.133855462130165,0.0239446654774159,0.196351833969654,0.378147853964293
"assaySlope","Abbott Architect IgG",-0.395467715035433,-0.395292455092475,0.020313581468404,-0.435259406148692,-0.409179422973994,-0.381557426468921,-0.355864868712232
"assaySlope","Abingdon AbC-19 IgG anti-spike",-0.152918418782639,-0.153369795414778,0.0748159896056452,-0.29959352900843,-0.202857212206594,-0.103372413708407,-0.00413378959709309
"assaySlope","AMP Rapid Test SARS-CoV-2 IgG/IgM",-0.285524354797233,-0.28101361607805,0.206592490790883,-0.70147580187978,-0.423621263015112,-0.143191233795467,0.10820615692125
"assaySlope","Beckman ACCESS SARS-CoV-2 anti-RBD",-0.204470872901757,-0.201233797717105,0.247294233596425,-0.712363082871927,-0.363016215027065,-0.0393995998576112,0.272026426222692
"assaySlope","Biomerica anti-nucleocapsid IgG IgM rapid test",-0.46495229417284,-0.464402522074169,0.0738768988590308,-0.613394351358281,-0.513170345092112,-0.414482962657889,-0.322518525706753
"assaySlope","BioRad Platelia Total Antibody nucleocapsid",-0.266874060849712,-0.262793720196662,0.222915316882612,-0.71613624192605,-0.410323270427002,-0.116938040242663,0.159144078289275
"assaySlope","Biozek COVID-19 IgG/IgM rapid test",-0.00217857095699928,-0.00785227425953757,0.246993614315477,-0.483638130948503,-0.162906171438189,0.158094974983342,0.498525453347346
"assaySlope","CCAHS ELISA anti-spike anti-RBD anti-nucleocapsid (positive on at least 2 out of 3)",-0.154978633051274,-0.152852099235913,0.241816319686181,-0.639793041152611,-0.312025198633713,0.0050461768573342,0.312905179202052
"assaySlope","COVIDAR anti-spike anti-RBD",0.101686198909618,0.0988929224613283,0.0984133720353173,-0.0867382939722634,0.0348218657299001,0.166282952985091,0.296937604602218
"assaySlope","Diasorin Liaison S1/S2 spike IgG",-0.0510950947898506,-0.0511900888045295,0.0214146632656777,-0.0927377955666039,-0.0655943854666428,-0.0366451163233992,-0.00916329553848262
"assaySlope","EDI Novel coronavirus COVID19 IgG anti-nucleocapsid",-0.334729976147892,-0.336015523500309,0.123924627211694,-0.577959905474218,-0.418177639522381,-0.251853511625513,-0.0880547321627744
"assaySlope","Elecsys Anti-SARS-CoV-2 Roche nucleocapsid IgG IgM",0.0232472331994977,0.0228522620578775,0.0324843395446938,-0.0400645193377937,0.0013450678448263,0.0449515931959531,0.0874899101748599
"assaySlope","Elecsys Anti-SARS-CoV-2 Roche spike",0.365821363733691,0.356741917599114,0.139640110257397,0.121378824031326,0.266295468231092,0.452717869247027,0.669130116786879
"assaySlope","ERBALISA COVID-19 IgG",-0.358352192464267,-0.352470515752639,0.246436403112159,-0.859339687333255,-0.517880369150796,-0.19449354073577,0.113464621629698
"assaySlope","Euroimmun anti-nucleocapsid IgG IgM",-0.331551499616105,-0.331376853122319,0.0243705543164381,-0.379563994326792,-0.347688019104042,-0.315014815128796,-0.284242339888582
"assaySlope","Euroimmun anti-spike",-0.107130295281495,-0.107037230056283,0.0190160035438557,-0.144381815747043,-0.120112684948686,-0.0938605422230526,-0.0709227804331458
"assaySlope","Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)",-0.462633293891941,-0.459685446090543,0.116072438079066,-0.693904112329599,-0.539062044919609,-0.384836408459881,-0.23803147016465
"assaySlope","GenScript cPass neutralization kit",0.0163001051151855,0.016573087677045,0.0324096047233319,-0.0462144551390063,-0.00588404785252527,0.0372851438208004,0.0823028659431378
"assaySlope","Hangzhou Clongene IgM/IgG rapid test",-0.123087261645769,-0.119750267399147,0.2694291026371,-0.654327208888136,-0.298210894532742,0.0523857598442515,0.410807747642373
"assaySlope","IDK (Immundiagnostik) anti-spike IgG",-0.0454875774047147,-0.0424302618337526,0.167780640250126,-0.375999492277097,-0.156762925615369,0.0676884155196446,0.276286694178424
"assaySlope","in-house ELISA for N protein and S protein from IPT (Institut Pasteur in Tunis)",-0.173359990108737,-0.173964665832042,0.216771607199193,-0.613148274608038,-0.312017026827147,-0.0291921898282693,0.246655004751053
"assaySlope","in-house Luminex S protein trimer IgG",-0.313597575161619,-0.311689867611168,0.172653622990458,-0.658238006562355,-0.428250028147083,-0.197664665257475,0.0253868313383255
"assaySlope","in-house RBD ELISA (Mehdi et al.)",-0.123343064127537,-0.124810393610178,0.241188097968067,-0.588667558201702,-0.287334631075607,0.0375610885018488,0.353314272795744
"assaySlope","in-house THL Finland FMIA anti-spike assay",0.0130962048315379,0.0133168647762884,0.0685774501057405,-0.122086962146979,-0.0328361460640954,0.0593984352877195,0.148539573560295
"assaySlope","in-house THL Finland neutralization assay",-0.0702095670032518,-0.0700797524831784,0.04358697519256,-0.155078104165321,-0.0994152685053108,-0.0408403877179503,0.0141317544901991
"assaySlope","InBios SCoV-2 Detect IgG anti-spike ELISA",-0.049776666542653,-0.0503573097806666,0.124751114096473,-0.292018294704584,-0.134292080949328,0.0345951568493289,0.193803419013037
"assaySlope","Kavach-AntiSARS-CoV-2 IgG ELISA (Zydus)",-0.186659812165292,-0.183817730519685,0.270974097212169,-0.737301023853638,-0.35991204614314,-0.00447776122380792,0.334732347908141
"assaySlope","Livzon COVID-19 IgG IgM lateral flow",-0.157509660880117,-0.157361883147519,0.0378329577436443,-0.233069969943789,-0.183023903356733,-0.131559562066974,-0.0839894562023296
"assaySlope","Luminex xMAP for spike and nucleocaspid (Los Angeles study used RBD portion)",0.0839480293574594,0.0792109931358385,0.20756355912406,-0.315598949133749,-0.0568876207960121,0.22115869336162,0.498641016788554
"assaySlope","LumiraDx SARS-CoV-2 anti-spike antibody test",0.178167866837174,0.171756901789323,0.1620031938791,-0.117936242585444,0.0671139765282653,0.280120609969978,0.518993855717417
"assaySlope","Massachusetts General Hospital, anti-spike ELISA",-0.20125056257343,-0.195878279618589,0.252412844763671,-0.710006319285484,-0.365169691904859,-0.0325815885516373,0.28476908003545
"assaySlope","New York, Mount Sinai RBD ELISA",0.0815884168882215,0.0771483373920193,0.173505003999236,-0.247161691254621,-0.0360893829003613,0.195841989807316,0.438712502250403
"assaySlope","Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike",-0.255997803915719,-0.253183553892697,0.233160686511181,-0.722272364231407,-0.407487525919535,-0.0993913250222377,0.194020508729127
"assaySlope","Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM",-0.333903586282877,-0.33233047968848,0.101224496543623,-0.535824631554964,-0.401733500371791,-0.265985856587628,-0.140192252995093
"assaySlope","SenASTrIS test (Sensitive Anti-SARS-CoV-2 Spike Trimer Immunoglobulin Serological)",0.11801323814266,0.111405198045638,0.238322740548143,-0.339350864013626,-0.0445395854895554,0.27359862987621,0.600619588810891
"assaySlope","Siemens Advia SARS-CoV-2 IgG anti-RBD",-0.111548029104918,-0.111916246756441,0.0718493484892363,-0.25207334001793,-0.160374696784205,-0.0623196873691631,0.0279020205626504
"assaySlope","Siemens SARS-CoV-2 Total Advia Centaur",-0.0297949587784862,-0.0280936642627677,0.205539108770803,-0.432720242755191,-0.168471922489565,0.106778390712712,0.370230684655286
"assaySlope","Sinai Health (Toronto) anti-spike ELISA",0.0703887207003418,0.062310738869782,0.256856110795293,-0.407151880975985,-0.104409479530395,0.236508818189515,0.599554636545056
"assaySlope","Standard Q COVID-19 IgM/IgG Plus",-0.0747265952209129,-0.0762228414538988,0.263878046634963,-0.596543018449393,-0.246154778375758,0.0992700553675719,0.457014661215485
"assaySlope","Techno Genetics anti-RBD, nCOVID-19 IgG/IgM POCT (point-of-care test)",-0.232701713659308,-0.225415350075099,0.247015210092708,-0.735779730865817,-0.393288592957837,-0.0656082823406298,0.234051852524862
"assaySlope","Tosoh anti-nucleocapsid IgG with AIA-CL1200",-0.0886226877195891,-0.0896735397274989,0.147905373333785,-0.375952441289795,-0.187620558237915,0.0102085691515435,0.203549361903827
"assaySlope","Tosoh anti-nucleocapsid total Ig with AIA-CL1200",0.120064616813015,0.119203064456756,0.156632830906844,-0.189230322546458,0.0145873916500276,0.224554093790915,0.428201370053022
"assaySlope","Tosoh anti-spike IgG with AIA-CL1200",-0.00519774107352766,-0.00500980490430168,0.146736476976725,-0.295367543556736,-0.103131641487137,0.0923820446100673,0.284576390131974
"assaySlope","Tosoh anti-spike total Ig with AIA-CL1200",0.171475735391642,0.169765068525291,0.155928736172779,-0.136411838921675,0.06669227057526,0.276271124259796,0.47907252182922
"assaySlope","University of Rio de Janeiro (UFRJ) anti-spike ELISA",0.038229801684938,0.0358424381481781,0.159428372310358,-0.268706741837888,-0.0679135838824992,0.142738826988231,0.363358838368465
"assaySlope","Vitros Ortho (not total) IgG anti-spike",-0.279086352032082,-0.278260772698597,0.0467538481005254,-0.372409333871933,-0.310106531103959,-0.24777602456178,-0.187883994989207
"assaySlope","Vitros Ortho total Ig anti-spike",0.268405866417159,0.267700783056763,0.042159507557867,0.188386819708477,0.239182519371045,0.295916409077284,0.352032181928728
"assaySlope","Wantai ELISA SARS-CoV-2 Total Antibody, IgG IgM anti-RBD",0.209933399126884,0.207819257363608,0.0867830331127845,0.0494874382540753,0.148805202219759,0.265790692248755,0.387304171721238
"charSlope",NA,-0.0947408886303467,-0.0945515623258742,0.0519162536029019,-0.197252161173074,-0.129273524608844,-0.0600700625511476,0.00762446033159193
"intercept",NA,2.16946616080634,2.16774713226636,0.167660990838955,1.84636076376154,2.05662158892943,2.27720349282237,2.51151980854395
"interceptSigma",NA,0.664378081272274,0.660060083051956,0.186001889553281,0.314051192201401,0.535849938142183,0.786869551096133,1.04862459239668
"slopeSigma",NA,0.264826655121684,0.260808615160305,0.0445863722545195,0.190067754589761,0.233138591206843,0.291875356399131,0.362964892602105
"studyIntercept",NA,0.00102292849506202,0.00162476711490139,0.803114422710153,-1.52997534922551,-0.533211106424638,0.520431125667249,1.62063633110778
"studySigma",NA,0.807284125245147,0.801821493839733,0.0761806447923308,0.672725575933311,0.753922249616835,0.855935781299871,0.972950642105193
